CSc1ccc(C)c(C(=O)NCC(=O)N(C)C)c1,CSc1ccc(C)c(C(=O)NCC(=O)N(C)C)c1
NC(=O)N1CCCN(C(=O)c2cccc(OCC(F)F)n2)CC1,NC(=O)N1CCCN(C(=O)c2cccc(OCC(F)F)n2)CC1
CC1CCN(C(=O)c2cnc(-c3ccccn3)nc2N)CC1,CC1CCN(C(=O)c2cnc(-c3ccccn3)nc2N)CC1
Cn1c(SCC(=O)Nc2nccs2)nc2ccsc2c1=O,Cn1c(SCC(=O)Nc2nccs2)nc2ccsc2c1=O
Cc1nn(C)c(N(CC(F)(F)F)C(C)C)c1CO,Cc1nn(C)c(N(CC(F)(F)F)C(C)C)c1CO
CC(C)CNC(=O)CCNc1nc(-c2ccco2)nc2ccccc12,CC(C)CNC(=O)CCNc1nc(-c2ccco2)nc2ccccc12
CC(=O)N1CCc2cc(C(=O)N3CCCC3c3cnn(C)c3)ccc21,CC(=O)N1CCc2cc(C(=O)N3CCCC3c3cnn(C)c3)ccc21
CC(C)C(=O)NCCNC(=O)CC1CC2CCC1C2,CC(C)C(=O)NCCNC(=O)CC1CC2CCC1C2
CCN(CC(=O)NC(C)C)C(=O)c1ccccc1F,CCN(CC(=O)NC(C)C)C(=O)c1ccccc1F
Cc1ccc2ncc(C(=O)NCC3CCCN3S(C)(=O)=O)n2c1,Cc1ccc2ncc(C(=O)NCC3CCCN3S(C)(=O)=O)n2c1
CCc1ccc(C(=O)Nc2ccccc2SCC(N)=O)cc1,CCc1ccc(C(=O)Nc2ccccc2SCC(N)=O)cc1
FC(F)CN1CCN(CCOc2ccccc2)CC1,FC(F)CN1CCN(CCOc2ccccc2)CC1
N#CC(c1ccc(N)cn1)c1c(F)cccc1Cl,N#CC(c1ccc(N)cn1)c1c(F)cccc1Cl
O=C(NCCCc1ccccn1)C(c1cccnc1)N1CCCC1,O=C(NCCCc1ccccn1)C(c1cccnc1)N1CCCC1
CCC(C(=O)NCc1ncc[nH]1)N1CC(C(C)=O)c2ccccc21,CCC(C(=O)NCc1ncc[nH]1)N1CC(C(C)=O)c2ccccc21
O=C(CCc1ccccc1F)NCc1ccnc(OC2CCC2)c1,O=C(CCc1ccccc1F)NCc1ccnc(OC2CCC2)c1
COc1ccc(S(=O)(=O)NCc2cnn(C)c2C)cc1,COc1ccc(S(=O)(=O)NCc2cnn(C)c2C)cc1
COc1cccc(OC)c1C(=O)N1CCCC1c1cc(C(C)C)no1,COc1cccc(OC)c1C(=O)N1CCCC1c1cc(C(C)C)no1
COc1ccc(Cl)cc1N1CC(C(=O)NCCC(C)C)CC1=O,COc1ccc(Cl)cc1N1CC(C(=O)NCCC(C)C)CC1=O
Cc1ccc(Nc2nc(NCCCO)nc3c2cnn3C)cc1Cl,Cc1ccc(Nc2nc(NCCCO)nc3c2cnn3C)cc1Cl
CCC(C)NC(=O)c1nc2c3c4c(sc3ncn2n1)CCCC4,CCC(C)NC(=O)c1nc2c3c4c(sc3ncn2n1)CCCC4
Cc1nc(-c2ccc(C(=O)Nc3ccc4c(c3)OCO4)cc2)no1,Cc1nc(-c2ccc(C(=O)Nc3ccc4c(c3)OCO4)cc2)no1
COc1ccc2oc(=O)c(C(=O)Nc3cccc(F)c3)cc2c1,COc1ccc2oc(=O)c(C(=O)Nc3cccc(F)c3)cc2c1
CN(CCC(F)(F)F)C(=O)CCc1cc(F)ccc1F,CN(CCC(F)(F)F)C(=O)CCc1cc(F)ccc1F
CCc1ncsc1NC(=O)c1cccc(-c2ccoc2)c1,CCc1ncsc1NC(=O)c1cccc(-c2ccoc2)c1
NC(=O)N1CCCC(C(=O)NC(c2cccs2)C2CCCC2)C1,NC(=O)N1CCCC(C(=O)NC(c2cccs2)C2CCCC2)C1
Cc1ccc2nc(SCC(=O)c3cnn(C)c3)n(C)c(=O)c2c1,Cc1ccc2nc(SCC(=O)c3cnn(C)c3)n(C)c(=O)c2c1
O=C(OCc1ccccc1)N1CCCC(O)C1O,O=C(OCc1ccccc1)N1CCCC(O)C1O
CC(O)c1nc2cc(C(F)(F)F)ccc2n1CCCO,CC(O)c1nc2cc(C(F)(F)F)ccc2n1CCCO
COc1cc(OC)c(C(=O)N(C(C)C)C(C)C)cc1OC,COc1cc(OC)c(C(=O)N(C(C)C)C(C)C)cc1OC
Cc1ccc(NC(=O)c2cn(C)c3c(F)cccc3c2=O)cc1,Cc1ccc(NC(=O)c2cn(C)c3c(F)cccc3c2=O)cc1
NC(=O)CCCNC(=O)CCc1ccccc1O,NC(=O)CCCNC(=O)CCc1ccccc1O
COCCOC(=O)c1cc(C(=O)Nc2ccc(O)cc2)c(=O)[nH]c1C,COCCOC(=O)c1cc(C(=O)Nc2ccc(O)cc2)c(=O)[nH]c1C
Nc1ccc2c(c1)nc(C1CC1)n2Cc1ccc(F)cc1,Nc1ccc2c(c1)nc(C1CC1)n2Cc1ccc(F)cc1
NC(=O)C1CCCN(C(=O)CNc2ccc(Cl)cc2Cl)C1,NC(=O)C1CCCN(C(=O)CNc2ccc(Cl)cc2Cl)C1
Cc1cc(C(=O)N2CCN(CC3CCOC3)CC2)on1,Cc1cc(C(=O)N2CCN(CC3CCOC3)CC2)on1
COCCNC(C)(C(N)=O)c1cccc(Br)c1,COCCNC(C)(C(N)=O)c1cccc(Br)c1
Cc1cccc(OCC(=O)NC(CC(C)C)C(=O)N(C)C)c1,Cc1cccc(OCC(=O)NC(CC(C)C)C(=O)N(C)C)c1
O=C(NCCCn1ccc2ccccc21)N1CCCC2(C1)OCCO2,O=C(NCCCn1ccc2ccccc21)N1CCCC2(C1)OCCO2
Fc1cc(Cl)cc2c1C(c1nccs1)NCC2,Fc1cc(Cl)cc2c1C(c1nccs1)NCC2
CN(CC(=O)Nc1cccc(CO)c1)c1ncccn1,CN(CC(=O)Nc1cccc(CO)c1)c1ncccn1
O=C(c1cnn(-c2ncnc3[nH]cnc23)c1)c1cc(F)ccc1O,O=C(c1cnn(-c2ncnc3[nH]cnc23)c1)c1cc(F)ccc1O
CCCNC(=O)CN(CCC)C(=O)c1c[nH]c2cccc(F)c12,CCCNC(=O)CN(CCC)C(=O)c1c[nH]c2cccc(F)c12
O=C(c1ccc2ccccc2n1)N(Cc1ccccc1)C1CC1,O=C(c1ccc2ccccc2n1)N(Cc1ccccc1)C1CC1
CCCCn1nc(-c2ccccc2)cc(C(C)(C)O)c1=O,CCCCn1nc(-c2ccccc2)cc(C(C)(C)O)c1=O
Cc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(C)cc2)cc1
COCc1cc(NC2CCCC2OCc2ccccc2)ncn1,COCc1cc(NC2CCCC2OCc2ccccc2)ncn1
O=C(c1ccc[nH]1)N1CCC(c2ccn(CC3CC3)n2)c2ccccc21,O=C(c1ccc[nH]1)N1CCC(c2ccn(CC3CC3)n2)c2ccccc21
Cc1cnc(-c2c[nH]nc2-c2cc3ccccc3o2)[nH]1,Cc1cnc(-c2c[nH]nc2-c2cc3ccccc3o2)[nH]1
CCN1CC(C(=O)NC(C)(C)c2cccc(Cl)c2)CC1=O,CCN1CC(C(=O)NC(C)(C)c2cccc(Cl)c2)CC1=O
COC(=O)C(C)N(Cc1ccc(C#N)cc1)C1CC1,COC(=O)C(C)N(Cc1ccc(C#N)cc1)C1CC1
Cc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cn1,Cc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cn1
O=C(c1ccc(Cn2cncn2)cc1)N1CCN(CCO)CC1,O=C(c1ccc(Cn2cncn2)cc1)N1CCN(CCO)CC1
CCN(Cc1ccccc1C#N)C(=O)c1cccnc1,CCN(Cc1ccccc1C#N)C(=O)c1cccnc1
CC(CNC(=O)c1cc(Cl)ccn1)c1nc(-c2ccccc2)no1,CC(CNC(=O)c1cc(Cl)ccn1)c1nc(-c2ccccc2)no1
C#CCNC(=O)N(C)CCOc1ccc(OC)cc1,C#CCNC(=O)N(C)CCOc1ccc(OC)cc1
COCCNC(=O)NC1(c2ccc(Br)cc2)CC1,COCCNC(=O)NC1(c2ccc(Br)cc2)CC1
Cc1cc(C#CC(C)(C)O)nc(C#CC(C)(C)O)n1,Cc1cc(C#CC(C)(C)O)nc(C#CC(C)(C)O)n1
Cc1ccc(C(C)NC(=O)CCc2ccco2)s1,Cc1ccc(C(C)NC(=O)CCc2ccco2)s1
Cc1ccc(OCCCC(=O)Nc2cccc(N)c2)cc1C,Cc1ccc(OCCCC(=O)Nc2cccc(N)c2)cc1C
CCCNC(=O)c1cccc(C(=O)Nc2ccc(C(C)=O)cc2)c1,CCCNC(=O)c1cccc(C(=O)Nc2ccc(C(C)=O)cc2)c1
Cc1cc(C)c(C(=O)NCCc2cccc(F)c2)c(=O)[nH]1,Cc1cc(C)c(C(=O)NCCc2cccc(F)c2)c(=O)[nH]1
C=CCN(C(=O)c1ccc2c(c1)CCN2)C1CCCC1,C=CCN(C(=O)c1ccc2c(c1)CCN2)C1CCCC1
Cc1ccccc1N1CCN(CC(=O)NCc2ccco2)CC1,Cc1ccccc1N1CCN(CC(=O)NCc2ccco2)CC1
CCCCNC(=O)C1CCC(C)N(C(=O)c2cc(C)n(CC)c2C)C1,CCCCNC(=O)C1CCC(C)N(C(=O)c2cc(C)n(CC)c2C)C1
Cc1ccc(-c2ccc(C(=O)N3CCC(C)CC3)cn2)cc1,Cc1ccc(-c2ccc(C(=O)N3CCC(C)CC3)cn2)cc1
COc1ccccc1Nc1ncnc(NCCC(C)C)c1N,COc1ccccc1Nc1ncnc(NCCC(C)C)c1N
CNS(=O)(=O)c1ccc(OC)c2ccccc12,CNS(=O)(=O)c1ccc(OC)c2ccccc12
COC(c1nc2ccccc2n1C)c1nc2ccccc2n1C,COC(c1nc2ccccc2n1C)c1nc2ccccc2n1C
CCOC(=O)CC1C(=O)NCCN1C1CCCCC1,CCOC(=O)CC1C(=O)NCCN1C1CCCCC1
Cc1ccc(CNC(=O)NCCc2cccnc2)c(OC(C)(C)C)c1,Cc1ccc(CNC(=O)NCCc2cccnc2)c(OC(C)(C)C)c1
COc1ccc(OC)c(NC(=O)c2cc(-c3ccncc3)[nH]n2)c1,COc1ccc(OC)c(NC(=O)c2cc(-c3ccncc3)[nH]n2)c1
Cc1nc(C)n(C2CCCN(C(=O)c3ccc4nccn4c3)C2)n1,Cc1nc(C)n(C2CCCN(C(=O)c3ccc4nccn4c3)C2)n1
CS(=O)(=O)N1CC(c2nc(N)ncc2-c2ccc(F)cc2)C1,CS(=O)(=O)N1CC(c2nc(N)ncc2-c2ccc(F)cc2)C1
OC(CCN1CCc2ccccc21)c1ccc2c(c1)CCCN2,OC(CCN1CCc2ccccc21)c1ccc2c(c1)CCCN2
Cn1ncnc1CCNC(=O)c1ccc(-c2ccccc2Cl)o1,Cn1ncnc1CCNC(=O)c1ccc(-c2ccccc2Cl)o1
O=C(COc1ccccc1-c1ccccc1)NCCO,O=C(COc1ccccc1-c1ccccc1)NCCO
O=C(NCCN1CCOCC1)c1ccccc1Cc1ccccc1,O=C(NCCN1CCOCC1)c1ccccc1Cc1ccccc1
Cc1csc(-c2ccc(NC(=O)NCC3CCCO3)cc2)n1,Cc1csc(-c2ccc(NC(=O)NCC3CCCO3)cc2)n1
Cc1[nH]c(-c2ccccc2)nc1C(=O)N1CCC2(CCCNC2=O)C1,Cc1[nH]c(-c2ccccc2)nc1C(=O)N1CCC2(CCCNC2=O)C1
CC(=O)Nc1cc(S(=O)(=O)Nc2cccc(O)c2)ccc1F,CC(=O)Nc1cc(S(=O)(=O)Nc2cccc(O)c2)ccc1F
COc1ccc(-c2cc(NCc3ccccn3)nc3[nH]ccc23)nn1,COc1ccc(-c2cc(NCc3ccccn3)nc3[nH]ccc23)nn1
Cc1cccc(CNC(=O)CNS(=O)(=O)c2cn(C)cn2)c1,Cc1cccc(CNC(=O)CNS(=O)(=O)c2cn(C)cn2)c1
COCC(C)OC(=O)c1cccc(NC(=O)C2CC2C)c1,COCC(C)OC(=O)c1cccc(NC(=O)C2CC2C)c1
N#Cc1nn(-c2cccc(Cl)c2)c2c1CNCC2,N#Cc1nn(-c2cccc(Cl)c2)c2c1CNCC2
CNC(=O)c1cnc(C=CC=Cc2ccc(C#N)cc2)s1,CNC(=O)c1cnc(C=CC=Cc2ccc(C#N)cc2)s1
C=CCNC(=O)C(N)c1ccc(Cl)c(OC)c1,C=CCNC(=O)C(N)c1ccc(Cl)c(OC)c1
O=C(NCc1cccnc1)NCc1ccc2c(c1)OCCCO2,O=C(NCc1cccnc1)NCc1ccc2c(c1)OCCCO2
COc1ccc(S(=O)(=O)Nc2ccc(N)cc2C)cc1,COc1ccc(S(=O)(=O)Nc2ccc(N)cc2C)cc1
CCC1CN(C(=O)CCOc2ccccc2)CCC1(C)O,CCC1CN(C(=O)CCOc2ccccc2)CCC1(C)O
CC(C)C(=O)NCCN(C)C(=O)c1ccc(-n2cncn2)cc1,CC(C)C(=O)NCCN(C)C(=O)c1ccc(-n2cncn2)cc1
Nc1c(Cl)cc(NC(=O)CSc2nncs2)cc1Cl,Nc1c(Cl)cc(NC(=O)CSc2nncs2)cc1Cl
O=C(c1ccsc1)N1CC(c2nc(-c3ccc[nH]c3=O)no2)C1,O=C(c1ccsc1)N1CC(c2nc(-c3ccc[nH]c3=O)no2)C1
NC(=O)C1CCCN1C(=O)c1cccc2c1OCO2,NC(=O)C1CCCN1C(=O)c1cccc2c1OCO2
Cc1ccncc1NC(=O)N(C)CCN1CCOCC1,Cc1ccncc1NC(=O)N(C)CCN1CCOCC1
COc1ccc(C(=O)CCCC(=O)Nc2ccc3c(c2)COC3)cc1,COc1ccc(C(=O)CCCC(=O)Nc2ccc3c(c2)COC3)cc1
COc1ccc(NC(=O)CNC(=O)OCc2ccccc2)cc1,COc1ccc(NC(=O)CNC(=O)OCc2ccccc2)cc1
Cc1cnn(C2CCCC2)c1NC(=O)Cn1nnc2ccccc21,Cc1cnn(C2CCCC2)c1NC(=O)Cn1nnc2ccccc21
CC(=O)c1ccc(Oc2nccc(C(F)(F)F)n2)cc1,CC(=O)c1ccc(Oc2nccc(C(F)(F)F)n2)cc1
Cc1ccc(CC(=O)N2CCC(OCc3ccccc3F)CC2)s1,Cc1ccc(CC(=O)N2CCC(OCc3ccccc3F)CC2)s1
